0037482970595,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-11-12 21:13:33.203000000,,,,Ecard,200,Phoenix,2014-05-17 18:00:00,2.40,94DB2B
0037482970608,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-04-28 21:13:33.203000000,2016-09-24 21:13:33.203000000,,,Physical,80.96,New York City,2014-08-12 12:00:00,2.40,275885
0037482970621,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-08-06 21:13:33.203000000,2016-12-25 21:13:33.203000000,,,Physical,0,Phoenix,2014-05-17 18:00:00,2.40,189524
0037482970634,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-03-15 21:13:33.203000000,2016-07-20 21:13:33.203000000,,,Ecard,6.51,Phoenix,2014-05-17 18:00:00,2.40,B385C4
0037482970647,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-05-13 21:13:33.203000000,2016-08-19 21:13:33.203000000,,,Physical,0,San Francisco,2014-09-01 04:00:00,2.40,7964E9
0037482970660,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-06-22 21:13:33.203000000,,,,Physical,25,San Francisco,2014-09-01 04:00:00,2.40,CBFC93
0037482970673,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-08-01 21:13:33.203000000,,,,Ecard,200,Seattle,2014-06-01 04:00:00,2.40,0EF7B8
0037482970686,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-03-09 21:13:33.203000000,2016-05-26 21:13:33.203000000,,,Physical,0,Phoenix,2014-05-17 18:00:00,2.40,87065A
0037482970699,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-11-29 21:13:33.203000000,,,,Ecard,25,Phoenix,2014-05-17 18:00:00,2.40,39CAB8
0037482970712,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-04-05 21:13:33.207000000,,,,Ecard,200,San Francisco,2014-09-01 04:00:00,2.40,F2FB80
