0037482972922,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-09-24 21:13:33.353000000,,,,Ecard,25,New York City,2014-08-12 12:00:00,2.40,738101
0037482972935,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-01-05 21:13:33.353000000,2016-06-30 21:13:33.353000000,,,Ecard,6.22,Phoenix,2014-05-17 18:00:00,2.40,BD701B
0037482972948,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-06-07 21:13:33.353000000,2016-08-24 21:13:33.353000000,,,Physical,427.05,Seattle,2014-06-01 04:00:00,2.40,069996
0037482972961,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-08-25 21:13:33.353000000,,,,Ecard,10,Phoenix,2014-05-17 18:00:00,2.40,AEF79F
0037482972974,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-06-21 21:13:33.353000000,2016-11-03 21:13:33.353000000,,,Physical,0,New York City,2014-08-12 12:00:00,2.40,134CF8
0037482972987,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-09-20 21:13:33.357000000,2016-01-31 21:13:33.357000000,,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,E91F07
0037482973000,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-09-14 21:13:33.357000000,,,,Physical,250,Seattle,2014-06-01 04:00:00,2.40,4CD494
0037482973013,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-09-21 21:13:33.357000000,2015-10-04 21:13:33.357000000,,,Physical,150,Seattle,2014-06-01 04:00:00,2.40,19DF77
0037482973026,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-11-14 21:13:33.357000000,2016-05-02 21:13:33.357000000,,,Physical,57.23,Seattle,2014-06-01 04:00:00,2.40,DBAA9A
0037482973039,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-08-23 21:13:33.357000000,,,,Physical,50,Seattle,2014-06-01 04:00:00,2.40,33498E
0037482973052,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-10-02 21:13:33.357000000,,,,Physical,200,San Francisco,2014-09-01 04:00:00,2.40,2787B3
0037482973065,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-03-22 21:13:33.357000000,2016-07-14 21:13:33.357000000,,,Physical,4.39,New York City,2014-08-12 12:00:00,2.40,DFBE57
0037482973078,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-05-30 21:13:33.357000000,2016-09-07 21:13:33.357000000,,,Physical,0,Seattle,2014-06-01 04:00:00,2.40,7851B3
0037482973091,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-11-12 21:13:33.360000000,2016-04-18 21:13:33.360000000,,,Ecard,0,Phoenix,2014-05-17 18:00:00,2.40,3DDE70
0037482973104,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-02-21 21:13:33.360000000,,,,Ecard,500,Phoenix,2014-05-17 18:00:00,2.40,B609AF
0037482973117,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-02-27 21:13:33.360000000,,,,Physical,250,Phoenix,2014-05-17 18:00:00,2.40,B36441
0037482973130,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-02-08 21:13:33.360000000,2016-05-12 21:13:33.360000000,,,Ecard,9.04,New York City,2014-08-12 12:00:00,2.40,AB2FA4
0037482973143,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-06-12 21:13:33.360000000,,,,Ecard,50,Seattle,2014-06-01 04:00:00,2.40,14A3B3
0037482973156,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-12-10 21:13:33.360000000,2016-06-15 21:13:33.360000000,,,Ecard,238.34,San Francisco,2014-09-01 04:00:00,2.40,1CB8B0
0037482973169,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-08-15 21:13:33.360000000,2016-12-28 21:13:33.360000000,,,Physical,93.97,San Francisco,2014-09-01 04:00:00,2.40,0F56F4
0037482973182,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-02-01 21:13:33.360000000,2016-07-24 21:13:33.360000000,,,Physical,300,San Francisco,2014-09-01 04:00:00,2.40,CA3F39
0037482973195,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-03-05 21:13:33.360000000,2016-05-27 21:13:33.360000000,,,Physical,0,Phoenix,2014-05-17 18:00:00,2.40,0E1964
0037482973208,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-06-12 21:13:33.363000000,2016-08-21 21:13:33.363000000,2017-02-13 21:13:33.363000000,,Ecard,0,New York City,2014-08-12 12:00:00,2.40,C832A1
0037482973221,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-02-27 21:13:33.363000000,2016-07-21 21:13:33.363000000,,,Physical,0,Seattle,2014-06-01 04:00:00,2.40,961B68
0037482973234,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-06-24 21:13:33.363000000,,,,Physical,300,New York City,2014-08-12 12:00:00,2.40,0C4155
0037482973247,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-07-31 21:13:33.380000000,,,,Physical,25,Phoenix,2014-05-17 18:00:00,2.40,60AA51
0037482973260,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-07-10 21:13:33.380000000,2016-12-20 21:13:33.380000000,,,Physical,150,New York City,2014-08-12 12:00:00,2.40,4B716C
0037482973273,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-03-20 21:13:33.380000000,,,,Ecard,450,San Francisco,2014-09-01 04:00:00,2.40,0F66AC
0037482973286,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-04-08 21:13:33.380000000,,,,Ecard,10,New York City,2014-08-12 12:00:00,2.40,72F354
0037482973312,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-08-27 21:13:33.380000000,,,,Ecard,200,Phoenix,2014-05-17 18:00:00,2.40,25DE44
0037482973325,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-11-03 21:13:33.380000000,,,,Ecard,10,New York City,2014-08-12 12:00:00,2.40,8FBACB
0037482973338,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-08-25 21:13:33.380000000,,,,Ecard,450,Seattle,2014-06-01 04:00:00,2.40,6DF765
0037482973351,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-03-08 21:13:33.380000000,2016-05-30 21:13:33.380000000,2016-11-22 21:13:33.380000000,,Ecard,0,New York City,2014-08-12 12:00:00,2.40,9A1AB9
0037482973364,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-08-18 21:13:33.380000000,,,,Ecard,200,Seattle,2014-06-01 04:00:00,2.40,821230
0037482973377,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-07-15 21:13:33.380000000,2016-11-07 21:13:33.380000000,,,Physical,32.26,Phoenix,2014-05-17 18:00:00,2.40,5F75F4
0037482973390,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-04-11 21:13:33.383000000,2016-09-09 21:13:33.383000000,,,Ecard,300,New York City,2014-08-12 12:00:00,2.40,8524E0
0037482973403,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-10-02 21:13:33.383000000,2016-01-29 21:13:33.383000000,,,Physical,200,Seattle,2014-06-01 04:00:00,2.40,8D23FC
0037482973416,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-12-05 21:13:33.383000000,2016-04-26 21:13:33.383000000,,,Physical,4.61,Phoenix,2014-05-17 18:00:00,2.40,3B3787
0037482973429,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2015-08-17 21:13:33.383000000,2015-08-20 21:13:33.383000000,2016-02-12 21:13:33.383000000,,Ecard,0,New York City,2014-08-12 12:00:00,2.40,5E74B0
0037482973442,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-07-09 21:13:33.383000000,,,,Physical,75,Phoenix,2014-05-17 18:00:00,2.40,888688
0037482973455,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-06-21 21:13:33.383000000,2016-08-07 21:13:33.383000000,,,Ecard,2.62,Phoenix,2014-05-17 18:00:00,2.40,30D11F
0037482973468,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-10-02 21:13:33.383000000,2016-01-25 21:13:33.383000000,,,Physical,0,Seattle,2014-06-01 04:00:00,2.40,ECD972
0037482973481,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-07-21 21:13:33.383000000,,,,Ecard,300,Phoenix,2014-05-17 18:00:00,2.40,DBEE21
0037482973494,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-08-10 21:13:33.383000000,2016-10-04 21:13:33.383000000,2017-03-29 21:13:33.383000000,,Ecard,0,New York City,2014-08-12 12:00:00,2.40,833A29
0037482973507,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-03-09 21:13:33.383000000,,,,Physical,25,New York City,2014-08-12 12:00:00,2.40,496EFF
0037482973520,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-01-22 21:13:33.387000000,2016-02-12 21:13:33.387000000,2016-08-06 21:13:33.387000000,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,5F0EC9
0037482973533,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-12-09 21:13:33.387000000,,,,Physical,25,Seattle,2014-06-01 04:00:00,2.40,DE5A4B
0037482973546,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-08-28 21:13:33.387000000,2016-01-01 21:13:33.387000000,,,Ecard,16.25,New York City,2014-08-12 12:00:00,2.40,00719C
0037482973559,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-08-17 21:13:33.387000000,2016-02-20 21:13:33.387000000,,,Physical,339.31,San Francisco,2014-09-01 04:00:00,2.40,1DFD2C
0037482973572,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-08-02 21:13:33.387000000,2016-09-02 21:13:33.387000000,,,Ecard,45.8,New York City,2014-08-12 12:00:00,2.40,9B797C
0037482973585,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2015-10-16 21:13:33.387000000,2016-03-04 21:13:33.387000000,2016-08-27 21:13:33.387000000,,Physical,0,Phoenix,2014-05-17 18:00:00,2.40,FC142D
0037482973598,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-07-16 21:13:33.390000000,2015-09-04 21:13:33.390000000,,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,2A5DD9
0037482973611,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-07-26 21:13:33.390000000,2016-09-19 21:13:33.390000000,,,Physical,0,New York City,2014-08-12 12:00:00,2.40,222140
0037482973624,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-11-14 21:13:33.390000000,2016-03-12 21:13:33.390000000,,,Physical,0,Seattle,2014-06-01 04:00:00,2.40,E67640
0037482973637,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-05-30 21:13:33.390000000,2016-06-20 21:13:33.390000000,,,Physical,11.7,San Francisco,2014-09-01 04:00:00,2.40,370E91
0037482973650,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-07-29 21:13:33.390000000,,,,Ecard,400,Seattle,2014-06-01 04:00:00,2.40,4998AC
0037482973663,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-07-18 21:13:33.390000000,2015-11-05 21:13:33.390000000,,,Ecard,69.63,Phoenix,2014-05-17 18:00:00,2.40,D29222
0037482973676,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-07-02 21:13:33.390000000,2016-09-10 21:13:33.390000000,2017-03-05 21:13:33.390000000,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,C0EBF8
0037482973689,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-10-07 21:13:33.390000000,2015-12-29 21:13:33.390000000,,,Ecard,303.49,San Francisco,2014-09-01 04:00:00,2.40,9233F2
0037482973702,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-05-13 21:13:33.410000000,2016-06-06 21:13:33.410000000,2016-11-29 21:13:33.410000000,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,2769BC
0037482973715,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2015-12-30 21:13:33.410000000,2016-05-14 21:13:33.410000000,2016-11-06 21:13:33.410000000,,Ecard,0,Phoenix,2014-05-17 18:00:00,2.40,F86A4E
0037482973728,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-12-14 21:13:33.410000000,2016-03-18 21:13:33.410000000,,,Physical,65.61,Phoenix,2014-05-17 18:00:00,2.40,F22F65
0037482973741,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Voided,2016-02-12 21:13:33.410000000,2016-04-26 21:13:33.410000000,2016-10-19 21:13:33.410000000,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,78A01E
0037482973754,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-05-07 21:13:33.410000000,2016-07-21 21:13:33.410000000,,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,C251D1
0037482973767,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-08-28 21:13:33.410000000,,,,Physical,300,New York City,2014-08-12 12:00:00,2.40,1611E0
0037482973780,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-07-26 21:13:33.410000000,,,,Physical,450,Phoenix,2014-05-17 18:00:00,2.40,85E077
0037482973793,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-02-05 21:13:33.410000000,,,,Physical,25,Seattle,2014-06-01 04:00:00,2.40,4116CB
0037482973806,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-11-18 21:13:33.413000000,,,,Physical,150,Phoenix,2014-05-17 18:00:00,2.40,1969E7
0037482973819,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-06-03 21:13:33.413000000,2016-09-13 21:13:33.413000000,,,Ecard,0,San Francisco,2014-09-01 04:00:00,2.40,98DCB8
0037482973832,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-11-15 21:13:33.413000000,2015-12-11 21:13:33.413000000,,,Physical,82.82,San Francisco,2014-09-01 04:00:00,2.40,6BB4B1
0037482973845,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2016-01-28 21:13:33.413000000,2016-03-15 21:13:33.413000000,,,Ecard,0,New York City,2014-08-12 12:00:00,2.40,BECDC7
0037482973858,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2015-12-21 21:13:33.413000000,,,,Physical,50,Phoenix,2014-05-17 18:00:00,2.40,5C2737
0037482973871,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-08-10 21:13:33.413000000,2015-10-09 21:13:33.413000000,,,Physical,167.89,San Francisco,2014-09-01 04:00:00,2.40,74A856
0037482973884,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Activated,2015-08-27 21:13:33.413000000,2015-11-03 21:13:33.413000000,,,Physical,65.99,Phoenix,2014-05-17 18:00:00,2.40,8C0C93
0037482973897,{BCD29950-F6EA-4594-96EA-A6B8C10E8B62},Wired Brain Coffee,Issued,2016-03-18 21:13:33.417000000,,,,Physical,125,New York City,2014-08-12 12:00:00,2.40,CC119F
